Metric,Value
Subset Accuracy,0.366919044845661
Jaccard,0.486410405746457
MicroF1,0.5781409601634321
MacroF1,0.42472733885303704
MCC_Cytoplasm,0.25697154563795643
MCC_Nucleus,0.41911567710235076
MCC_Cell membrane,0.3157078017531769
MCC_Mitochondrion,0.57046834360265
MCC_Endoplasmic reticulum,0.21953542594159467
MCC_Golgi apparatus,0.2287289292884331
