Metric,Value
Subset Accuracy,0.2691933916423712
Jaccard,0.408811143505021
MicroF1,0.5081761006289308
MacroF1,0.407535780003948
MCC_Cytoplasm,0.26983056774467906
MCC_Nucleus,0.25568248777836644
MCC_Cell membrane,0.3380197058384287
MCC_Mitochondrion,0.5319693164777253
MCC_Endoplasmic reticulum,0.1911483940454
MCC_Golgi apparatus,0.2441551289146022
