bce_loss,epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss_batch
,0,49,,0.23498177528381348,
,0,99,,0.3298203945159912,
,0,149,,0.3342612683773041,
,0,199,,0.23680880665779114,
,0,249,,0.608534574508667,
,0,299,,0.24398353695869446,
,0,349,,0.23965300619602203,
,0,399,,0.3965647220611572,
,0,449,,0.277043879032135,
,0,499,,0.30087462067604065,
,0,549,,0.22178088128566742,
,0,599,,0.23991233110427856,
,0,649,,0.4443858861923218,
,0,699,,0.3158561587333679,
0.19451762735843658,0,722,,,0.31758347153663635
,0,722,0.3361310064792633,,
,1,749,,0.19063270092010498,
,1,799,,0.2237859070301056,
,1,849,,0.6045161485671997,
,1,899,,0.416893869638443,
,1,949,,0.1791960746049881,
,1,999,,0.17119824886322021,
,1,1049,,0.24257272481918335,
,1,1099,,0.24853074550628662,
,1,1149,,0.21777309477329254,
,1,1199,,0.2939241826534271,
,1,1249,,0.2231130450963974,
,1,1299,,0.4254261255264282,
,1,1349,,0.24353428184986115,
,1,1399,,0.5218080282211304,
0.17883716523647308,1,1445,,,0.29840925335884094
,1,1445,0.29993799328804016,,
,2,1449,,0.16237729787826538,
,2,1499,,0.44902703166007996,
,2,1549,,0.2521606683731079,
,2,1599,,0.5608175992965698,
,2,1649,,0.5990458726882935,
,2,1699,,0.2886119484901428,
,2,1749,,0.227427139878273,
,2,1799,,0.39769452810287476,
,2,1849,,1.222231388092041,
,2,1899,,0.21555867791175842,
,2,1949,,0.42439407110214233,
,2,1999,,0.5341995358467102,
,2,2049,,0.2504475712776184,
,2,2099,,0.35432764887809753,
,2,2149,,0.26903364062309265,
0.17379719018936157,2,2168,,,0.2922793924808502
,2,2168,0.28641894459724426,,
,3,2199,,0.19866019487380981,
,3,2249,,0.1734284907579422,
,3,2299,,0.10855942219495773,
,3,2349,,0.18017643690109253,
,3,2399,,0.2601487934589386,
,3,2449,,0.37993407249450684,
,3,2499,,0.19766896963119507,
,3,2549,,0.2702163755893707,
,3,2599,,0.2704698443412781,
,3,2649,,0.4632270932197571,
,3,2699,,0.13639162480831146,
,3,2749,,0.23395991325378418,
,3,2799,,0.40591952204704285,
,3,2849,,0.4301850199699402,
0.1709672212600708,3,2891,,,0.288772851228714
,3,2891,0.2775038480758667,,
,4,2899,,0.20084694027900696,
,4,2949,,0.4855261445045471,
,4,2999,,0.1859455108642578,
,4,3049,,0.21755783259868622,
,4,3099,,0.15166263282299042,
,4,3149,,0.16934508085250854,
,4,3199,,0.22015294432640076,
,4,3249,,0.1746404618024826,
,4,3299,,0.3089950680732727,
,4,3349,,0.2992851734161377,
,4,3399,,0.3195625841617584,
,4,3449,,0.2658434808254242,
,4,3499,,0.15839523077011108,
,4,3549,,0.26687484979629517,
,4,3599,,0.16194602847099304,
0.17050711810588837,4,3614,,,0.28786876797676086
,4,3614,0.27012738585472107,,
,5,3649,,0.208805114030838,
,5,3699,,0.09124752134084702,
,5,3749,,0.376785010099411,
,5,3799,,0.18714630603790283,
,5,3849,,0.20905469357967377,
,5,3899,,0.14789627492427826,
,5,3949,,0.11725632101297379,
,5,3999,,0.20220570266246796,
,5,4049,,0.2459392100572586,
,5,4099,,0.21404868364334106,
,5,4149,,0.3350897431373596,
,5,4199,,0.21095523238182068,
,5,4249,,0.24651405215263367,
,5,4299,,0.2247125208377838,
0.16875067353248596,5,4337,,,0.2855716049671173
,5,4337,0.2642315626144409,,
,6,4349,,0.31902894377708435,
,6,4399,,0.2675074636936188,
,6,4449,,0.41737738251686096,
,6,4499,,0.18549346923828125,
,6,4549,,0.12569721043109894,
,6,4599,,0.2441360354423523,
,6,4649,,0.2640896141529083,
,6,4699,,0.1222737580537796,
,6,4749,,0.28809863328933716,
,6,4799,,0.2143944501876831,
,6,4849,,0.1602417677640915,
,6,4899,,0.23411212861537933,
,6,4949,,0.20006628334522247,
,6,4999,,0.23222461342811584,
,6,5049,,0.27601078152656555,
0.1699734628200531,6,5060,,,0.28595051169395447
,6,5060,0.2596971094608307,,
,7,5099,,0.11287952214479446,
,7,5149,,0.09221434593200684,
,7,5199,,0.25378891825675964,
,7,5249,,0.17568449676036835,
,7,5299,,0.1715700775384903,
,7,5349,,0.20192193984985352,
,7,5399,,0.211639404296875,
,7,5449,,0.23486535251140594,
,7,5499,,0.3732403516769409,
,7,5549,,0.19422098994255066,
,7,5599,,0.3515409529209137,
,7,5649,,0.20483452081680298,
,7,5699,,0.22863878309726715,
,7,5749,,0.3814302384853363,
0.17170101404190063,7,5783,,,0.2865552306175232
,7,5783,0.25527456402778625,,
,8,5799,,0.3077652156352997,
,8,5849,,0.13610446453094482,
,8,5899,,0.09962148219347,
,8,5949,,0.09479986131191254,
,8,5999,,0.13263987004756927,
,8,6049,,0.14641322195529938,
,8,6099,,0.25528427958488464,
,8,6149,,0.17955388128757477,
,8,6199,,0.20568256080150604,
,8,6249,,0.2452341467142105,
,8,6299,,0.3716649115085602,
,8,6349,,0.1864093840122223,
,8,6399,,0.20649504661560059,
,8,6449,,0.17678707838058472,
,8,6499,,0.238315150141716,
0.16109712421894073,8,6506,,,0.27310165762901306
,8,6506,0.24233244359493256,,
,9,6549,,0.17819111049175262,
,9,6599,,0.09940148144960403,
,9,6649,,0.11157548427581787,
