bce_loss,epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss_batch
,12,7999,,0.14448611438274384,
,12,8049,,0.11054565757513046,
,12,8099,,0.1976815015077591,
,12,8149,,0.11432751268148422,
,12,8199,,0.11296972632408142,
,12,8249,,0.17488506436347961,
,12,8299,,0.1936933845281601,
,12,8349,,0.18993915617465973,
,12,8399,,0.20875079929828644,
,12,8449,,0.17638736963272095,
,12,8499,,0.14514455199241638,
0.18950407207012177,12,8514,,,0.24615590274333954
,12,8514,0.17214708030223846,,
,13,8549,,0.09155463427305222,
,13,8599,,0.16551128029823303,
,13,8649,,0.09641104936599731,
,13,8699,,0.24647365510463715,
,13,8749,,0.10356061905622482,
,13,8799,,0.2701450288295746,
,13,8849,,0.11680014431476593,
,13,8899,,0.10736445337533951,
,13,8949,,0.22512277960777283,
,13,8999,,0.10560858994722366,
,13,9049,,0.14637219905853271,
,13,9099,,0.2096184492111206,
,13,9149,,0.15184353291988373,
0.1909974366426468,13,9169,,,0.24786575138568878
,13,9169,0.17069755494594574,,
