Metric,Value
Subset Accuracy,0.3482818870122306
Jaccard,0.48398369248689577
MicroF1,0.5732133933033483
MacroF1,0.4233515268309946
MCC_Cytoplasm,0.28177464482043624
MCC_Nucleus,0.4073038178084934
MCC_Cell membrane,0.32213804289025644
MCC_Mitochondrion,0.6005363282906078
MCC_Endoplasmic reticulum,0.18779593641780779
MCC_Golgi apparatus,0.1658117847836418
