epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss
64,1349,,0.06937409192323685,
64,1364,,,0.09015019983053207
64,1364,0.06183697655797005,,
65,1385,,,0.09043566137552261
65,1385,0.060469429939985275,,
66,1399,,0.06199563294649124,
66,1406,,,0.09017620980739594
66,1406,0.06072558835148811,,
67,1427,,,0.0903589203953743
67,1427,0.06047855690121651,,
68,1448,,,0.08977742493152618
68,1448,0.06011277809739113,,
69,1449,,0.052209362387657166,
69,1469,,,0.08991833031177521
69,1469,0.05912023410201073,,
70,1490,,,0.08938441425561905
70,1490,0.059124793857336044,,
71,1499,,0.07267222553491592,
71,1511,,,0.08918441832065582
71,1511,0.05899864062666893,,
72,1532,,,0.08937329798936844
72,1532,0.05832771584391594,,
73,1549,,0.05018787831068039,
73,1553,,,0.08905895799398422
73,1553,0.057979971170425415,,
74,1574,,,0.08887632936239243
74,1574,0.05793272703886032,,
75,1595,,,0.0884953960776329
75,1595,0.05687097832560539,,
76,1599,,0.0529935359954834,
76,1616,,,0.08883536607027054
76,1616,0.05672921985387802,,
77,1637,,,0.08956669270992279
77,1637,0.05620857700705528,,
78,1649,,0.044148385524749756,
78,1658,,,0.08872822672128677
78,1658,0.05649062991142273,,
79,1679,,,0.08793757855892181
79,1679,0.0558592714369297,,
80,1699,,0.06496977806091309,
80,1700,,,0.08837741613388062
80,1700,0.05571677163243294,,
81,1721,,,0.08870143443346024
81,1721,0.05495629832148552,,
82,1742,,,0.08775416761636734
82,1742,0.054866425693035126,,
83,1749,,0.05039875954389572,
83,1763,,,0.08798582851886749
83,1763,0.054517846554517746,,
84,1784,,,0.08759921044111252
84,1784,0.05381811782717705,,
85,1799,,0.03679867461323738,
85,1805,,,0.08763644099235535
85,1805,0.05367887765169144,,
86,1826,,,0.08782217651605606
86,1826,0.05367717146873474,,
87,1847,,,0.08756396174430847
87,1847,0.05278916656970978,,
88,1849,,0.05912180617451668,
88,1868,,,0.08696360886096954
88,1868,0.05254032090306282,,
89,1889,,,0.08759769052267075
89,1889,0.052560556679964066,,
90,1899,,0.04499112814664841,
90,1910,,,0.08734804391860962
90,1910,0.05213991180062294,,
91,1931,,,0.08749759942293167
91,1931,0.05188918113708496,,
92,1949,,0.049636583775281906,
92,1952,,,0.08623974770307541
92,1952,0.05195065960288048,,
93,1973,,,0.08624640852212906
93,1973,0.05151905491948128,,
94,1994,,,0.08640652149915695
94,1994,0.05118570476770401,,
95,1999,,0.04895464703440666,
95,2015,,,0.08617473393678665
95,2015,0.050728876143693924,,
96,2036,,,0.08657163381576538
96,2036,0.05010746046900749,,
97,2049,,0.03918759897351265,
97,2057,,,0.08673612028360367
97,2057,0.050197869539260864,,
98,2078,,,0.0863773301243782
98,2078,0.0499403141438961,,
99,2099,,0.05064310133457184,
99,2099,,,0.08731456100940704
99,2099,0.04995502158999443,,
100,2120,,,0.08596110343933105
100,2120,0.04951102286577225,,
101,2141,,,0.08704839646816254
101,2141,0.049256712198257446,,
102,2149,,0.03949512913823128,
102,2162,,,0.08690228313207626
102,2162,0.049513816833496094,,
103,2183,,,0.08700360357761383
103,2183,0.04911786690354347,,
104,2199,,0.03481141850352287,
104,2204,,,0.086053267121315
104,2204,0.048785146325826645,,
105,2225,,,0.08455046266317368
105,2225,0.048192307353019714,,
106,2246,,,0.08617159724235535
106,2246,0.04826201871037483,,
107,2249,,0.0367424376308918,
107,2267,,,0.08509857207536697
107,2267,0.047907840460538864,,
108,2288,,,0.08564278483390808
108,2288,0.04690277948975563,,
109,2299,,0.033310189843177795,
109,2309,,,0.08577737957239151
109,2309,0.04726918414235115,,
110,2330,,,0.08585498481988907
110,2330,0.04738352820277214,,
