Metric,Value
Subset Accuracy,0.5665017667844523
Jaccard,0.7107491166077737
MicroF1,0.753170568188167
MacroF1,0.7085275407407398
MCC_Cytoplasm,0.6302947946053936
MCC_Nucleus,0.6902723626571575
MCC_Extracellular,0.8728170289253879
MCC_Cell membrane,0.6852963996121291
MCC_Mitochondrion,0.7666917184236626
MCC_Plastid,0.9155434129534349
MCC_Endoplasmic reticulum,0.5967759473189079
MCC_Lysosome/Vacuole,0.4072698270337021
MCC_Golgi apparatus,0.47242148412512575
MCC_Peroxisome,0.6542124711369568
