Metric,Value
Subset Accuracy,0.5708833922261484
Jaccard,0.7160683156654888
MicroF1,0.7537283353486498
MacroF1,0.7174096122148714
MCC_Cytoplasm,0.6346828351443051
MCC_Nucleus,0.7029992578029524
MCC_Extracellular,0.8812528776725057
MCC_Cell membrane,0.698120852388363
MCC_Mitochondrion,0.7522476033113452
MCC_Plastid,0.9179195104300554
MCC_Endoplasmic reticulum,0.5842198471533542
MCC_Lysosome/Vacuole,0.4157722536316771
MCC_Golgi apparatus,0.47498900088191476
MCC_Peroxisome,0.7264385696138205
