Metric,Value
Subset Accuracy,0.34362259755387303
Jaccard,0.4875266938458551
MicroF1,0.5770556376169375
MacroF1,0.43024984163739827
MCC_Cytoplasm,0.2950529790238192
MCC_Nucleus,0.41120721613642486
MCC_Cell membrane,0.3367988959088627
MCC_Mitochondrion,0.6123479818943302
MCC_Endoplasmic reticulum,0.1586892589300828
MCC_Golgi apparatus,0.1773527126567582
