Metric,Value
Subset Accuracy,0.5653153153153153
Jaccard,0.6901276276276276
MicroF1,0.7236084452975048
MacroF1,0.5478627323877744
MCC_Cytoplasm,0.3704045567024459
MCC_Nucleus,0.6827362559815632
MCC_Cell membrane,0.4935438386833251
MCC_Mitochondrion,0.811101549457957
MCC_Endoplasmic reticulum,0.21353984662037248
MCC_Golgi apparatus,0.3229276192096602
