Metric,Value
Subset Accuracy,0.19982547993019198
Jaccard,0.3131908086096568
MicroF1,0.42770352369380316
MacroF1,0.2938457940223668
MCC_Cytoplasm,0.19098954873016852
MCC_Nucleus,0.15890652686965592
MCC_Cell membrane,0.2889642974829006
MCC_Mitochondrion,0.28745204414104697
MCC_Endoplasmic reticulum,0.11787691646260541
MCC_Golgi apparatus,0.17346384699983058
