bce_loss,epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss_batch
,5,3199,,0.17034034430980682,
,5,3249,,0.3024733066558838,
,5,3299,,0.15163107216358185,
,5,3349,,0.13706262409687042,
,5,3399,,0.20309388637542725,
,5,3449,,0.6056612730026245,
,5,3499,,0.43134015798568726,
,5,3549,,0.21076567471027374,
,5,3599,,0.6789334416389465,
,5,3649,,0.1798059642314911,
,5,3699,,0.23079706728458405,
,5,3749,,0.7795941829681396,
0.203937828540802,5,3785,,,0.30615442991256714
,5,3785,0.24276305735111237,,
,6,3799,,0.14125189185142517,
,6,3849,,0.283547967672348,
,6,3899,,0.09884999692440033,
,6,3949,,0.16279196739196777,
,6,3999,,0.09953035414218903,
,6,4049,,0.31254005432128906,
,6,4099,,0.1299322098493576,
,6,4149,,0.23151284456253052,
,6,4199,,0.2233109176158905,
,6,4249,,0.1498134881258011,
,6,4299,,0.2921150028705597,
,6,4349,,0.34291818737983704,
,6,4399,,0.2931826710700989,
0.2029125988483429,6,4416,,,0.30480071902275085
,6,4416,0.2382868081331253,,
,7,4449,,0.19821280241012573,
,7,4499,,0.14764000475406647,
,7,4549,,0.1400342732667923,
,7,4599,,0.17704114317893982,
,7,4649,,0.18194223940372467,
,7,4699,,0.13214705884456635,
,7,4749,,0.16502927243709564,
,7,4799,,0.4242364466190338,
,7,4849,,0.19111892580986023,
,7,4899,,0.12877579033374786,
,7,4949,,0.21795335412025452,
,7,4999,,0.2170223444700241,
0.200482577085495,7,5047,,,0.30217137932777405
,7,5047,0.2344106286764145,,
,8,5049,,0.31318968534469604,
,8,5099,,0.19116678833961487,
,8,5149,,0.13185255229473114,
,8,5199,,0.11652763932943344,
,8,5249,,0.13150151073932648,
,8,5299,,0.6027803421020508,
,8,5349,,0.2078259289264679,
,8,5399,,0.22815975546836853,
,8,5449,,0.2109232395887375,
,8,5499,,0.29688069224357605,
,8,5549,,0.19338034093379974,
,8,5599,,0.1963142305612564,
,8,5649,,0.3304327428340912,
0.20375467836856842,8,5678,,,0.30556076765060425
,8,5678,0.23054157197475433,,
,9,5699,,0.13627168536186218,
,9,5749,,0.14564622938632965,
,9,5799,,0.20033074915409088,
,9,5849,,0.11321273446083069,
,9,5899,,0.16688300669193268,
,9,5949,,0.14324606955051422,
,9,5999,,0.24369260668754578,
,9,6049,,0.18742622435092926,
,9,6099,,0.22677554190158844,
,9,6149,,0.15960226953029633,
,9,6199,,0.20122501254081726,
,9,6249,,0.1976231336593628,
,9,6299,,0.19984962046146393,
0.20495691895484924,9,6309,,,0.3058137595653534
,9,6309,0.2273956835269928,,
,10,6349,,0.5900731086730957,
,10,6399,,0.1443018764257431,
,10,6449,,0.19273343682289124,
,10,6499,,0.2953310012817383,
,10,6549,,0.2443229854106903,
,10,6599,,0.11291809380054474,
,10,6649,,0.14882370829582214,
,10,6699,,0.18922321498394012,
,10,6749,,0.2355443686246872,
,10,6799,,0.18162082135677338,
,10,6849,,0.2618481516838074,
,10,6899,,0.19167019426822662,
0.1901237517595291,10,6940,,,0.2848779857158661
,10,6940,0.22009097039699554,,
,11,6949,,0.15324489772319794,
,11,6999,,0.15525734424591064,
,11,7049,,0.08150798827409744,
,11,7099,,0.3388577401638031,
,11,7149,,0.3630126118659973,
,11,7199,,0.1903352588415146,
,11,7249,,0.1969057321548462,
,11,7299,,0.17141863703727722,
,11,7349,,0.2445140779018402,
,11,7399,,0.29924502968788147,
,11,7449,,0.188962921500206,
,11,7499,,0.31219881772994995,
,11,7549,,0.2355777770280838,
0.19077272713184357,11,7571,,,0.2853485643863678
,11,7571,0.21520523726940155,,
,12,7599,,0.2161538153886795,
,12,7649,,0.24413643777370453,
,12,7699,,0.09841646254062653,
,12,7749,,0.19640643894672394,
,12,7799,,0.10678620636463165,
,12,7849,,0.10666424036026001,
,12,7899,,0.14937368035316467,
,12,7949,,0.2166602611541748,
,12,7999,,0.25673845410346985,
,12,8049,,0.20796559751033783,
,12,8099,,0.18427926301956177,
,12,8149,,0.22323840856552124,
,12,8199,,0.14804041385650635,
0.1915162205696106,12,8202,,,0.2859403192996979
,12,8202,0.21339824795722961,,
,13,8249,,0.13317283987998962,
,13,8299,,0.2571137249469757,
,13,8349,,0.13150706887245178,
,13,8399,,0.49540552496910095,
,13,8449,,0.20344547927379608,
,13,8499,,0.2586832642555237,
,13,8549,,0.2264380306005478,
,13,8599,,0.17262931168079376,
,13,8649,,0.1723126620054245,
,13,8699,,0.18665990233421326,
,13,8749,,0.2180141657590866,
,13,8799,,0.28669473528862,
0.18915778398513794,13,8833,,,0.2824597656726837
,13,8833,0.2104855179786682,,
