Metric,Value
Subset Accuracy,0.582341094583613
Jaccard,0.7183149018360834
MicroF1,0.7535925314831269
MacroF1,0.7019264077578906
MCC_Cytoplasm,0.6398385675133977
MCC_Nucleus,0.7078131098643498
MCC_Extracellular,0.8676892199304017
MCC_Cell membrane,0.685107460321467
MCC_Mitochondrion,0.7715448410666202
MCC_Plastid,0.9251374863273815
MCC_Endoplasmic reticulum,0.5912196965472669
MCC_Lysosome/Vacuole,0.32671083828000647
MCC_Golgi apparatus,0.4223405440518505
MCC_Peroxisome,0.696945504161875
