bce_loss,epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss_batch
,0,49,,0.6152234077453613,
,0,99,,0.15483373403549194,
,0,149,,0.2658243477344513,
,0,199,,0.22742117941379547,
,0,249,,0.20052862167358398,
,0,299,,0.23706123232841492,
,0,349,,0.24274177849292755,
,0,399,,0.3960869312286377,
,0,449,,0.26271942257881165,
,0,499,,0.2728136479854584,
,0,549,,0.19728365540504456,
,0,599,,0.4360118508338928,
0.21949806809425354,0,627,,,0.3285660147666931
,0,627,0.33115655183792114,,
,1,649,,0.24621102213859558,
,1,699,,0.26160091161727905,
,1,749,,0.34279271960258484,
,1,799,,0.5555387735366821,
,1,849,,0.24810099601745605,
,1,899,,0.25530126690864563,
,1,949,,0.30096200108528137,
,1,999,,0.23177406191825867,
,1,1049,,0.2648238241672516,
,1,1099,,0.17745977640151978,
,1,1149,,0.322496622800827,
,1,1199,,0.2967231273651123,
,1,1249,,0.2455444186925888,
0.20806126296520233,1,1255,,,0.3145032823085785
,1,1255,0.28543907403945923,,
,2,1299,,0.1497405469417572,
,2,1349,,0.3975103199481964,
,2,1399,,0.15109093487262726,
,2,1449,,0.11171851307153702,
,2,1499,,0.23804183304309845,
,2,1549,,0.2716076970100403,
,2,1599,,0.12462949007749557,
,2,1649,,0.13659963011741638,
,2,1699,,0.2502690553665161,
,2,1749,,0.2503855228424072,
,2,1799,,0.2468252032995224,
,2,1849,,0.20993778109550476,
0.20206961035728455,2,1883,,,0.30747637152671814
,2,1883,0.2692379057407379,,
,3,1899,,0.2200496643781662,
,3,1949,,0.27115315198898315,
,3,1999,,0.15981769561767578,
,3,2049,,0.21619541943073273,
,3,2099,,0.3359450101852417,
,3,2149,,0.3143056631088257,
,3,2199,,0.32075414061546326,
,3,2249,,0.32276594638824463,
,3,2299,,0.13198000192642212,
,3,2349,,0.23763467371463776,
,3,2399,,0.271179735660553,
,3,2449,,0.24378027021884918,
,3,2499,,0.24257919192314148,
0.19912086427211761,3,2511,,,0.30357640981674194
,3,2511,0.25774693489074707,,
,4,2549,,0.14617766439914703,
,4,2599,,0.11291387677192688,
,4,2649,,0.17267102003097534,
,4,2699,,0.22568915784358978,
,4,2749,,0.19008207321166992,
,4,2799,,0.30964502692222595,
,4,2849,,0.4253762662410736,
,4,2899,,0.29237234592437744,
,4,2949,,0.1413869857788086,
,4,2999,,0.2851279377937317,
,4,3049,,0.22877644002437592,
,4,3099,,0.24143600463867188,
0.19700440764427185,4,3139,,,0.3005497455596924
,4,3139,0.24996992945671082,,
,5,3149,,0.1811741292476654,
,5,3199,,0.1177787035703659,
,5,3249,,0.17861351370811462,
,5,3299,,0.14566293358802795,
,5,3349,,0.41268447041511536,
,5,3399,,0.19242194294929504,
,5,3449,,0.3394738733768463,
,5,3499,,0.20330406725406647,
,5,3549,,0.2623271644115448,
,5,3599,,0.3069382905960083,
,5,3649,,0.18356341123580933,
,5,3699,,0.24176228046417236,
,5,3749,,0.2779393196105957,
0.19689257442951202,5,3767,,,0.3003156781196594
,5,3767,0.24341373145580292,,
,6,3799,,0.1628493070602417,
,6,3849,,0.13724495470523834,
,6,3899,,0.14886221289634705,
,6,3949,,0.2734128534793854,
,6,3999,,0.15806718170642853,
,6,4049,,0.1652398407459259,
,6,4099,,0.17829348146915436,
,6,4149,,0.2768012285232544,
,6,4199,,0.16502432525157928,
,6,4249,,0.29903653264045715,
,6,4299,,0.24579931795597076,
,6,4349,,0.2413274347782135,
0.19581083953380585,6,4395,,,0.29877161979675293
,6,4395,0.23868843913078308,,
,7,4399,,0.2760811746120453,
,7,4449,,0.27076467871665955,
,7,4499,,0.23366142809391022,
,7,4549,,0.2644100487232208,
,7,4599,,0.17116744816303253,
,7,4649,,0.3089786767959595,
,7,4699,,0.15889239311218262,
,7,4749,,0.17989113926887512,
,7,4799,,0.2922495901584625,
,7,4849,,0.15431249141693115,
,7,4899,,0.6339250206947327,
,7,4949,,0.30008816719055176,
,7,4999,,0.2900600731372833,
0.19386351108551025,7,5023,,,0.2962496280670166
,7,5023,0.2350897192955017,,
,8,5049,,0.12247531116008759,
,8,5099,,0.25804418325424194,
,8,5149,,0.1340932846069336,
,8,5199,,0.1631123125553131,
,8,5249,,0.19080491364002228,
,8,5299,,0.24780724942684174,
,8,5349,,0.22519171237945557,
,8,5399,,0.18453484773635864,
,8,5449,,0.5502644181251526,
,8,5499,,0.1726442575454712,
,8,5549,,0.3237817883491516,
,8,5599,,0.27867382764816284,
,8,5649,,0.12947200238704681,
0.19780440628528595,8,5651,,,0.2998923659324646
,8,5651,0.23140478134155273,,
,9,5699,,0.13307520747184753,
,9,5749,,0.1519969254732132,
,9,5799,,0.13742955029010773,
,9,5849,,0.10837060213088989,
,9,5899,,0.1289900690317154,
,9,5949,,0.13050973415374756,
,9,5999,,0.24533115327358246,
,9,6049,,0.11282587796449661,
,9,6099,,0.24051108956336975,
,9,6149,,0.16789740324020386,
,9,6199,,0.2053602784872055,
,9,6249,,0.22521820664405823,
0.19923613965511322,9,6279,,,0.30179670453071594
,9,6279,0.2285260707139969,,
,10,6299,,0.17088495194911957,
,10,6349,,0.183510884642601,
,10,6399,,0.21587184071540833,
,10,6449,,0.21641919016838074,
,10,6499,,0.20757727324962616,
,10,6549,,0.1258612424135208,
,10,6599,,0.19778531789779663,
,10,6649,,0.3544013798236847,
,10,6699,,0.14163818955421448,
,10,6749,,0.19239555299282074,
,10,6799,,0.1608387529850006,
,10,6849,,0.1908918172121048,
,10,6899,,0.3869871497154236,
0.19006678462028503,10,6907,,,0.28566211462020874
,10,6907,0.2213137149810791,,
,11,6949,,0.18876788020133972,
,11,6999,,0.37306785583496094,
,11,7049,,0.2317206710577011,
,11,7099,,0.21129103004932404,
,11,7149,,0.20447948575019836,
,11,7199,,0.149581179022789,
,11,7249,,0.6507552266120911,
,11,7299,,0.1389777809381485,
,11,7349,,0.13967186212539673,
,11,7399,,0.5855854153633118,
,11,7449,,0.28793975710868835,
,11,7499,,0.23636913299560547,
0.1909189075231552,11,7535,,,0.28614988923072815
,11,7535,0.21619899570941925,,
,12,7549,,0.08914336562156677,
,12,7599,,0.23843109607696533,
,12,7649,,0.08376000076532364,
,12,7699,,0.1663491278886795,
,12,7749,,0.09367627650499344,
,12,7799,,0.29704633355140686,
,12,7849,,0.1126510351896286,
,12,7899,,0.22896039485931396,
,12,7949,,0.22399480640888214,
,12,7999,,0.14386452734470367,
,12,8049,,0.22977927327156067,
,12,8099,,0.2851214110851288,
,12,8149,,0.2868064343929291,
0.19187675416469574,12,8163,,,0.2868801951408386
,12,8163,0.21441560983657837,,
,13,8199,,0.11780568212270737,
,13,8249,,0.19422511756420135,
,13,8299,,0.11512580513954163,
,13,8349,,0.19267211854457855,
,13,8399,,0.20810948312282562,
,13,8449,,0.2874981760978699,
,13,8499,,0.2518532872200012,
,13,8549,,0.1598786562681198,
,13,8599,,0.15745843946933746,
,13,8649,,0.18795639276504517,
,13,8699,,0.5543122887611389,
,13,8749,,0.21983788907527924,
0.18949924409389496,13,8791,,,0.28341200947761536
,13,8791,0.21148556470870972,,
