Metric,Value
Subset Accuracy,0.14918414918414918
Jaccard,0.21717171717171715
MicroF1,0.3247863247863248
MacroF1,0.17063848034123805
MCC_Cytoplasm,0.1160303646012518
MCC_Nucleus,0.0905972526799681
MCC_Cell membrane,0.12557738854473333
MCC_Mitochondrion,0.13112438800939938
MCC_Endoplasmic reticulum,0.08740200053736315
MCC_Golgi apparatus,0.0
