epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss
36,776,0.08351956307888031,,
37,797,,,0.10022053867578506
37,797,0.08177953958511353,,
38,799,,0.10379736870527267,
38,818,,,0.09966766089200974
38,818,0.08106549829244614,,
39,839,,,0.09906168282032013
39,839,0.08020863682031631,,
40,849,,0.0658746287226677,
40,860,,,0.0982411727309227
40,860,0.07873837649822235,,
41,881,,,0.09787259250879288
41,881,0.07789899408817291,,
42,899,,0.07753288745880127,
42,902,,,0.09746092557907104
42,902,0.07699067890644073,,
43,923,,,0.09679782390594482
43,923,0.07633663713932037,,
44,944,,,0.0964427962899208
44,944,0.07541032135486603,,
45,949,,0.09567814320325851,
45,965,,,0.09601354598999023
45,965,0.07440153509378433,,
46,986,,,0.09552642703056335
46,986,0.07334590703248978,,
47,999,,0.07339552789926529,
47,1007,,,0.0949973464012146
47,1007,0.07291305810213089,,
48,1028,,,0.09486424177885056
48,1028,0.0717698186635971,,
49,1049,,0.06409714370965958,
49,1049,,,0.09425673633813858
49,1049,0.07128089666366577,,
50,1070,,,0.09452023357152939
50,1070,0.07060270011425018,,
51,1091,,,0.0936780646443367
51,1091,0.07001461088657379,,
52,1099,,0.07227668166160583,
52,1112,,,0.09326747059822083
52,1112,0.06887904554605484,,
53,1133,,,0.09287910908460617
53,1133,0.0685914158821106,,
54,1149,,0.054655008018016815,
54,1154,,,0.09270201623439789
54,1154,0.06784947961568832,,
55,1175,,,0.09234946221113205
55,1175,0.06722790002822876,,
56,1196,,,0.09223990142345428
56,1196,0.06662046909332275,,
57,1199,,0.06214416027069092,
57,1217,,,0.09119438380002975
57,1217,0.06640211492776871,,
58,1238,,,0.0916760191321373
58,1238,0.06563488394021988,,
59,1249,,0.09374319016933441,
59,1259,,,0.0912005603313446
59,1259,0.06484181433916092,,
60,1280,,,0.09144236147403717
60,1280,0.06405526399612427,,
61,1299,,0.04849815368652344,
61,1301,,,0.0907517522573471
61,1301,0.06319104135036469,,
62,1322,,,0.09047925472259521
62,1322,0.06329531967639923,,
63,1343,,,0.09003376215696335
63,1343,0.0625031515955925,,
64,1349,,0.07905352860689163,
64,1364,,,0.09001825749874115
64,1364,0.06243425980210304,,
65,1385,,,0.09043046087026596
65,1385,0.061529505997896194,,
66,1399,,0.043134655803442,
66,1406,,,0.09013006836175919
66,1406,0.06162770465016365,,
67,1427,,,0.08970488607883453
67,1427,0.06086831912398338,,
68,1448,,,0.089981310069561
68,1448,0.060399651527404785,,
69,1449,,0.061104536056518555,
69,1469,,,0.08923419564962387
69,1469,0.06034335494041443,,
70,1490,,,0.0892099067568779
70,1490,0.059863146394491196,,
71,1499,,0.06480780988931656,
71,1511,,,0.0894404947757721
71,1511,0.059589602053165436,,
72,1532,,,0.08915887773036957
72,1532,0.05895749107003212,,
73,1549,,0.04135214164853096,
73,1553,,,0.0889291986823082
73,1553,0.05777967721223831,,
74,1574,,,0.0894087702035904
74,1574,0.0578899160027504,,
75,1595,,,0.08852847665548325
75,1595,0.05764548107981682,,
76,1599,,0.047422464936971664,
76,1616,,,0.08944915980100632
76,1616,0.05760456994175911,,
77,1637,,,0.08862779289484024
77,1637,0.05657481402158737,,
78,1649,,0.05110505595803261,
78,1658,,,0.08885083347558975
78,1658,0.05681386590003967,,
79,1679,,,0.08820969611406326
79,1679,0.05666297301650047,,
80,1699,,0.06693771481513977,
80,1700,,,0.08785660564899445
80,1700,0.05570404976606369,,
81,1721,,,0.0887371152639389
81,1721,0.055720385164022446,,
82,1742,,,0.08815846592187881
82,1742,0.05515732616186142,,
83,1749,,0.05977349728345871,
83,1763,,,0.08786090463399887
83,1763,0.054993707686662674,,
84,1784,,,0.08802146464586258
84,1784,0.05456031486392021,,
85,1799,,0.05780202895402908,
85,1805,,,0.08771180361509323
85,1805,0.05432029440999031,,
86,1826,,,0.0873148962855339
86,1826,0.054121341556310654,,
87,1847,,,0.08745046705007553
87,1847,0.05349619686603546,,
88,1849,,0.06880811601877213,
88,1868,,,0.08715838193893433
88,1868,0.05335596203804016,,
89,1889,,,0.08733843266963959
89,1889,0.053074922412633896,,
90,1899,,0.06541379541158676,
90,1910,,,0.08678591996431351
90,1910,0.05286746844649315,,
91,1931,,,0.0872449278831482
91,1931,0.052387841045856476,,
92,1949,,0.047926392406225204,
92,1952,,,0.08630721271038055
92,1952,0.05200430378317833,,
93,1973,,,0.08689931780099869
93,1973,0.05177140235900879,,
94,1994,,,0.0861741378903389
94,1994,0.051505446434020996,,
95,1999,,0.04404676705598831,
95,2015,,,0.08557064831256866
95,2015,0.051527705043554306,,
96,2036,,,0.08649886399507523
96,2036,0.05107983574271202,,
97,2049,,0.042918164283037186,
97,2057,,,0.08579802513122559
97,2057,0.05070815235376358,,
98,2078,,,0.08509685099124908
98,2078,0.050640709698200226,,
99,2099,,0.058407459408044815,
99,2099,,,0.08568442612886429
99,2099,0.04964829608798027,,
100,2120,,,0.08573555946350098
100,2120,0.04979764297604561,,
101,2141,,,0.08559829741716385
101,2141,0.049677371978759766,,
102,2149,,0.04999047517776489,
102,2162,,,0.08516593277454376
102,2162,0.04967169463634491,,
103,2183,,,0.08478342741727829
103,2183,0.04941898211836815,,
104,2199,,0.05265194550156593,
104,2204,,,0.08553826063871384
104,2204,0.04895126819610596,,
105,2225,,,0.08537712693214417
105,2225,0.048889048397541046,,
106,2246,,,0.08507569134235382
106,2246,0.04865322262048721,,
107,2249,,0.05130613595247269,
107,2267,,,0.08481846749782562
107,2267,0.04852181300520897,,
108,2288,,,0.08478501439094543
108,2288,0.048421867191791534,,
