epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss
0,20,,,0.371906042098999
0,20,0.4823802709579468,,
1,41,,,0.3033754825592041
1,41,0.34193435311317444,,
2,49,,0.31175971031188965,
2,62,,,0.26944923400878906
2,62,0.292693167924881,,
3,83,,,0.24586914479732513
3,83,0.2640466094017029,,
4,99,,0.23226383328437805,
4,104,,,0.22671104967594147
4,104,0.2417844533920288,,
5,125,,,0.21041324734687805
5,125,0.22327597439289093,,
6,146,,,0.19776858389377594
6,146,0.20842820405960083,,
7,149,,0.2302148938179016,
7,167,,,0.18641990423202515
7,167,0.19555000960826874,,
8,188,,,0.17715534567832947
8,188,0.18400485813617706,,
9,199,,0.1664714217185974,
9,209,,,0.16904520988464355
9,209,0.17411229014396667,,
10,230,,,0.16206017136573792
10,230,0.16505005955696106,,
11,249,,0.16034665703773499,
11,251,,,0.1560087502002716
11,251,0.15816281735897064,,
12,272,,,0.15057173371315002
12,272,0.1516236811876297,,
13,293,,,0.14567820727825165
13,293,0.14556169509887695,,
14,299,,0.14287543296813965,
14,314,,,0.14127027988433838
14,314,0.14012925326824188,,
15,335,,,0.1375962495803833
15,335,0.13477768003940582,,
16,349,,0.12923996150493622,
16,356,,,0.13406184315681458
16,356,0.13086263835430145,,
17,377,,,0.13106374442577362
17,377,0.12667910754680634,,
18,398,,,0.12849338352680206
18,398,0.12306345254182816,,
19,399,,0.13351917266845703,
19,419,,,0.12527373433113098
19,419,0.11922291666269302,,
20,440,,,0.12329088896512985
20,440,0.11583846062421799,,
21,449,,0.11927837878465652,
21,461,,,0.12061183154582977
21,461,0.1127648800611496,,
22,482,,,0.11869490146636963
22,482,0.11024874448776245,,
23,499,,0.11567280441522598,
23,503,,,0.11662795394659042
23,503,0.10741312056779861,,
24,524,,,0.11473608016967773
24,524,0.10472629964351654,,
25,545,,,0.11285021156072617
25,545,0.10194899141788483,,
26,549,,0.09829569607973099,
26,566,,,0.11192178726196289
26,566,0.09990572929382324,,
27,587,,,0.1098443865776062
27,587,0.09792254865169525,,
28,599,,0.08761583268642426,
28,608,,,0.10845451056957245
28,608,0.09567536413669586,,
29,629,,,0.10729197412729263
29,629,0.094027578830719,,
30,649,,0.08688972145318985,
30,650,,,0.1062660813331604
30,650,0.09208943694829941,,
31,671,,,0.1054796651005745
31,671,0.09054293483495712,,
32,692,,,0.10426472127437592
32,692,0.08887442201375961,,
33,699,,0.08030887693166733,
33,713,,,0.10304409265518188
33,713,0.08763238042593002,,
34,734,,,0.10230396687984467
34,734,0.0863356962800026,,
35,749,,0.08327143639326096,
35,755,,,0.10202831029891968
35,755,0.0849938690662384,,
36,776,,,0.10127110779285431
