Metric,Value
Subset Accuracy,0.33080955154338965
Jaccard,0.4777713065424189
MicroF1,0.565028901734104
MacroF1,0.4313576367088034
MCC_Cytoplasm,0.2892709941297404
MCC_Nucleus,0.40100744371387914
MCC_Cell membrane,0.3475235597299104
MCC_Mitochondrion,0.5399379674843812
MCC_Endoplasmic reticulum,0.16159722885417857
MCC_Golgi apparatus,0.1739529777957483
