Metric,Value
Subset Accuracy,0.3424577751892836
Jaccard,0.4891283245971656
MicroF1,0.5751760991012874
MacroF1,0.42989655314065595
MCC_Cytoplasm,0.298630706630195
MCC_Nucleus,0.3954122457417748
MCC_Cell membrane,0.3678888113153856
MCC_Mitochondrion,0.5810195578024326
MCC_Endoplasmic reticulum,0.1296391955108562
MCC_Golgi apparatus,0.18227703129467362
