Metric,Value
Subset Accuracy,0.33663366336633666
Jaccard,0.4788778877887789
MicroF1,0.5621939275220372
MacroF1,0.32769507606243803
MCC_Cytoplasm,0.3048884552976422
MCC_Nucleus,0.3927609666289527
MCC_Cell membrane,0.3363920175399927
MCC_Mitochondrion,0.5954015241669594
MCC_Endoplasmic reticulum,0.18434353703884923
MCC_Lysosome/Vacuole,-0.0049261083743842365
MCC_Golgi apparatus,0.2287289292884331
MCC_Peroxisome,-0.003788799167077411
