Metric,Value
Subset Accuracy,0.5895053003533569
Jaccard,0.726286219081272
MicroF1,0.7646534779473111
MacroF1,0.7228838653763243
MCC_Cytoplasm,0.646962126168656
MCC_Nucleus,0.7087466709208406
MCC_Extracellular,0.8810650558127169
MCC_Cell membrane,0.7074006683354866
MCC_Mitochondrion,0.771285163049719
MCC_Plastid,0.9233785115026745
MCC_Endoplasmic reticulum,0.6046121811847818
MCC_Lysosome/Vacuole,0.4322988641392725
MCC_Golgi apparatus,0.49530901173291725
MCC_Peroxisome,0.6998433797295396
