Metric,Value
Subset Accuracy,0.33721607454863134
Jaccard,0.4776257037468453
MicroF1,0.5605689063266307
MacroF1,0.4191475094294102
MCC_Cytoplasm,0.27760341980536757
MCC_Nucleus,0.40070184716920265
MCC_Cell membrane,0.33929781242036133
MCC_Mitochondrion,0.5954015241669594
MCC_Endoplasmic reticulum,0.1296391955108562
MCC_Golgi apparatus,0.11202929714784485
